emoji,unicode_name,group,subgroup,slug,codepoint,attestation_status
✉️,envelope,Objects,,envelope,U+2709 U+FE0F,inferred_coherent
📧,e-mail,Objects,,e_mail,U+1F4E7,inferred_coherent
📨,incoming envelope,Objects,,incoming_envelope,U+1F4E8,inferred_coherent
📩,envelope with arrow,Objects,,envelope_with_arrow,U+1F4E9,inferred_coherent
📤,outbox tray,Objects,,outbox_tray,U+1F4E4,inferred_coherent
📥,inbox tray,Objects,,inbox_tray,U+1F4E5,inferred_coherent
📦,package,Objects,,package,U+1F4E6,inferred_coherent
📫,closed mailbox with raised flag,Objects,,closed_mailbox_with_raised_flag,U+1F4EB,inferred_coherent
📪,closed mailbox with lowered flag,Objects,,closed_mailbox_with_lowered_flag,U+1F4EA,inferred_coherent
📬,open mailbox with raised flag,Objects,,open_mailbox_with_raised_flag,U+1F4EC,inferred_coherent
📭,open mailbox with lowered flag,Objects,,open_mailbox_with_lowered_flag,U+1F4ED,inferred_coherent
📮,postbox,Objects,,postbox,U+1F4EE,inferred_coherent
🗳️,ballot box with ballot,Objects,,ballot_box_with_ballot,U+1F5F3 U+FE0F,inferred_coherent
✏️,pencil,Objects,,pencil,U+270F U+FE0F,inferred_coherent
✒️,black nib,Objects,,black_nib,U+2712 U+FE0F,inferred_coherent
🖋️,fountain pen,Objects,,fountain_pen,U+1F58B U+FE0F,inferred_coherent
🖊️,pen,Objects,,pen,U+1F58A U+FE0F,inferred_coherent
🖌️,paintbrush,Objects,,paintbrush,U+1F58C U+FE0F,inferred_coherent
🖍️,crayon,Objects,,crayon,U+1F58D U+FE0F,inferred_coherent
📝,memo,Objects,,memo,U+1F4DD,inferred_coherent
💼,briefcase,Objects,,briefcase,U+1F4BC,inferred_coherent
📁,file folder,Objects,,file_folder,U+1F4C1,inferred_coherent
📂,open file folder,Objects,,open_file_folder,U+1F4C2,inferred_coherent
🗂️,card index dividers,Objects,,card_index_dividers,U+1F5C2 U+FE0F,inferred_coherent
📅,calendar,Objects,,calendar,U+1F4C5,inferred_coherent
📆,tear-off calendar,Objects,,tear_off_calendar,U+1F4C6,inferred_coherent
🗒️,spiral notepad,Objects,,spiral_notepad,U+1F5D2 U+FE0F,inferred_coherent
🗓️,spiral calendar,Objects,,spiral_calendar,U+1F5D3 U+FE0F,inferred_coherent
📇,card index,Objects,,card_index,U+1F4C7,inferred_coherent
📈,chart increasing,Objects,,chart_increasing,U+1F4C8,inferred_coherent
📉,chart decreasing,Objects,,chart_decreasing,U+1F4C9,inferred_coherent
📊,bar chart,Objects,,bar_chart,U+1F4CA,inferred_coherent
📋,clipboard,Objects,,clipboard,U+1F4CB,inferred_coherent
📌,pushpin,Objects,,pushpin,U+1F4CC,inferred_coherent
📍,round pushpin,Objects,,round_pushpin,U+1F4CD,inferred_coherent
📎,paperclip,Objects,,paperclip,U+1F4CE,inferred_coherent
🖇️,linked paperclips,Objects,,linked_paperclips,U+1F587 U+FE0F,inferred_coherent
📏,straight ruler,Objects,,straight_ruler,U+1F4CF,inferred_coherent
📐,triangular ruler,Objects,,triangular_ruler,U+1F4D0,inferred_coherent
✂️,scissors,Objects,,scissors,U+2702 U+FE0F,inferred_coherent
🗃️,card file box,Objects,,card_file_box,U+1F5C3 U+FE0F,inferred_coherent
🗄️,file cabinet,Objects,,file_cabinet,U+1F5C4 U+FE0F,inferred_coherent
🗑️,wastebasket,Objects,,wastebasket,U+1F5D1 U+FE0F,inferred_coherent
🔒,locked,Objects,,locked,U+1F512,inferred_coherent
🔓,unlocked,Objects,,unlocked,U+1F513,inferred_coherent
🔏,locked with pen,Objects,,locked_with_pen,U+1F50F,inferred_coherent
🔐,locked with key,Objects,,locked_with_key,U+1F510,inferred_coherent
🔑,key,Objects,,key,U+1F511,inferred_coherent
🗝️,old key,Objects,,old_key,U+1F5DD U+FE0F,inferred_coherent
🔨,hammer,Objects,,hammer,U+1F528,inferred_coherent
🪓,axe,Objects,,axe,U+1FA93,inferred_coherent
⛏️,pick,Objects,,pick,U+26CF U+FE0F,inferred_coherent
⚒️,hammer and pick,Objects,,hammer_and_pick,U+2692 U+FE0F,inferred_coherent
🛠️,hammer and wrench,Objects,,hammer_and_wrench,U+1F6E0 U+FE0F,inferred_coherent
🗡️,dagger,Objects,,dagger,U+1F5E1 U+FE0F,inferred_coherent
⚔️,crossed swords,Objects,,crossed_swords,U+2694 U+FE0F,inferred_coherent
💣,bomb,Objects,,bomb,U+1F4A3,inferred_coherent
🪃,boomerang,Objects,,boomerang,U+1FA83,inferred_coherent
🏹,bow and arrow,Objects,,bow_and_arrow,U+1F3F9,inferred_coherent
🛡️,shield,Objects,,shield,U+1F6E1 U+FE0F,inferred_coherent
🪚,carpentry saw,Objects,,carpentry_saw,U+1FA9A,inferred_coherent
🔧,wrench,Objects,,wrench,U+1F527,inferred_coherent
🪛,screwdriver,Objects,,screwdriver,U+1FA9B,inferred_coherent
🔩,nut and bolt,Objects,,nut_and_bolt,U+1F529,inferred_coherent
⚙️,gear,Objects,,gear,U+2699 U+FE0F,inferred_coherent
🗜️,clamp,Objects,,clamp,U+1F5DC U+FE0F,inferred_coherent
⚖️,balance scale,Objects,,balance_scale,U+2696 U+FE0F,inferred_coherent
🦯,white cane,Objects,,white_cane,U+1F9AF,inferred_coherent
🔗,link,Objects,,link,U+1F517,inferred_coherent
⛓️‍💥,broken chain,Objects,,broken_chain,U+26D3 U+FE0F U+200D U+1F4A5,inferred_coherent
⛓️,chains,Objects,,chains,U+26D3 U+FE0F,inferred_coherent
🪝,hook,Objects,,hook,U+1FA9D,inferred_coherent
🧰,toolbox,Objects,,toolbox,U+1F9F0,inferred_coherent
🧲,magnet,Objects,,magnet,U+1F9F2,inferred_coherent
🪜,ladder,Objects,,ladder,U+1FA9C,inferred_coherent
🪏,shovel,Objects,,shovel,U+1FA8F,inferred_coherent
⚗️,alembic,Objects,,alembic,U+2697 U+FE0F,inferred_coherent
🧪,test tube,Objects,,test_tube,U+1F9EA,inferred_coherent
🧫,petri dish,Objects,,petri_dish,U+1F9EB,inferred_coherent
🧬,dna,Objects,,dna,U+1F9EC,inferred_coherent
🔬,microscope,Objects,,microscope,U+1F52C,inferred_coherent
🔭,telescope,Objects,,telescope,U+1F52D,inferred_coherent
📡,satellite antenna,Objects,,satellite_antenna,U+1F4E1,inferred_coherent
💉,syringe,Objects,,syringe,U+1F489,inferred_coherent
🩸,drop of blood,Objects,,drop_of_blood,U+1FA78,inferred_coherent
💊,pill,Objects,,pill,U+1F48A,inferred_coherent
🩹,adhesive bandage,Objects,,adhesive_bandage,U+1FA79,inferred_coherent
🩼,crutch,Objects,,crutch,U+1FA7C,inferred_coherent
🩺,stethoscope,Objects,,stethoscope,U+1FA7A,inferred_coherent
🩻,x-ray,Objects,,x_ray,U+1FA7B,inferred_coherent
🚪,door,Objects,,door,U+1F6AA,inferred_coherent
🛗,elevator,Objects,,elevator,U+1F6D7,inferred_coherent
🪞,mirror,Objects,,mirror,U+1FA9E,inferred_coherent
🪟,window,Objects,,window,U+1FA9F,inferred_coherent
🛏️,bed,Objects,,bed,U+1F6CF U+FE0F,inferred_coherent
🛋️,couch and lamp,Objects,,couch_and_lamp,U+1F6CB U+FE0F,inferred_coherent
🪑,chair,Objects,,chair,U+1FA91,inferred_coherent
🚽,toilet,Objects,,toilet,U+1F6BD,inferred_coherent
🪠,plunger,Objects,,plunger,U+1FAA0,inferred_coherent
🚿,shower,Objects,,shower,U+1F6BF,inferred_coherent
🛁,bathtub,Objects,,bathtub,U+1F6C1,inferred_coherent
🪤,mouse trap,Objects,,mouse_trap,U+1FAA4,inferred_coherent
🪒,razor,Objects,,razor,U+1FA92,inferred_coherent
🧴,lotion bottle,Objects,,lotion_bottle,U+1F9F4,inferred_coherent
🧷,safety pin,Objects,,safety_pin,U+1F9F7,inferred_coherent
🧹,broom,Objects,,broom,U+1F9F9,inferred_coherent
🧺,basket,Objects,,basket,U+1F9FA,inferred_coherent
🧻,roll of paper,Objects,,roll_of_paper,U+1F9FB,inferred_coherent
🪣,bucket,Objects,,bucket,U+1FAA3,inferred_coherent
🧼,soap,Objects,,soap,U+1F9FC,inferred_coherent
🫧,bubbles,Objects,,bubbles,U+1FAE7,inferred_coherent
🪥,toothbrush,Objects,,toothbrush,U+1FAA5,inferred_coherent
🧽,sponge,Objects,,sponge,U+1F9FD,inferred_coherent
🧯,fire extinguisher,Objects,,fire_extinguisher,U+1F9EF,inferred_coherent
🛒,shopping cart,Objects,,shopping_cart,U+1F6D2,inferred_coherent
🚬,cigarette,Objects,,cigarette,U+1F6AC,inferred_coherent
⚰️,coffin,Objects,,coffin,U+26B0 U+FE0F,inferred_coherent
🪦,headstone,Objects,,headstone,U+1FAA6,inferred_coherent
⚱️,funeral urn,Objects,,funeral_urn,U+26B1 U+FE0F,inferred_coherent
🧿,nazar amulet,Objects,,nazar_amulet,U+1F9FF,inferred_coherent
🪬,hamsa,Objects,,hamsa,U+1FAAC,inferred_coherent
🗿,moai,Objects,,moai,U+1F5FF,inferred_coherent
🪧,placard,Objects,,placard,U+1FAA7,inferred_coherent
🪪,identification card,Objects,,identification_card,U+1FAAA,inferred_coherent
🏧,ATM sign,Symbols,,atm_sign,U+1F3E7,inferred_coherent
🚮,litter in bin sign,Symbols,,litter_in_bin_sign,U+1F6AE,inferred_coherent
🚰,potable water,Symbols,,potable_water,U+1F6B0,inferred_coherent
♿,wheelchair symbol,Symbols,,wheelchair_symbol,U+267F,inferred_coherent
🚹,men’s room,Symbols,,men_s_room,U+1F6B9,inferred_coherent
🚺,women’s room,Symbols,,women_s_room,U+1F6BA,inferred_coherent
🚻,restroom,Symbols,,restroom,U+1F6BB,inferred_coherent
🚼,baby symbol,Symbols,,baby_symbol,U+1F6BC,inferred_coherent
🚾,water closet,Symbols,,water_closet,U+1F6BE,inferred_coherent
🛂,passport control,Symbols,,passport_control,U+1F6C2,inferred_coherent
🛃,customs,Symbols,,customs,U+1F6C3,inferred_coherent
🛄,baggage claim,Symbols,,baggage_claim,U+1F6C4,inferred_coherent
🛅,left luggage,Symbols,,left_luggage,U+1F6C5,inferred_coherent
⚠️,warning,Symbols,,warning,U+26A0 U+FE0F,inferred_coherent
🚸,children crossing,Symbols,,children_crossing,U+1F6B8,inferred_coherent
⛔,no entry,Symbols,,no_entry,U+26D4,inferred_coherent
🚫,prohibited,Symbols,,prohibited,U+1F6AB,inferred_coherent
🚳,no bicycles,Symbols,,no_bicycles,U+1F6B3,inferred_coherent
🚭,no smoking,Symbols,,no_smoking,U+1F6AD,inferred_coherent
🚯,no littering,Symbols,,no_littering,U+1F6AF,inferred_coherent
🚱,non-potable water,Symbols,,non_potable_water,U+1F6B1,inferred_coherent
🚷,no pedestrians,Symbols,,no_pedestrians,U+1F6B7,inferred_coherent
📵,no mobile phones,Symbols,,no_mobile_phones,U+1F4F5,inferred_coherent
🔞,no one under eighteen,Symbols,,no_one_under_eighteen,U+1F51E,inferred_coherent
☢️,radioactive,Symbols,,radioactive,U+2622 U+FE0F,inferred_coherent
☣️,biohazard,Symbols,,biohazard,U+2623 U+FE0F,inferred_coherent
⬆️,up arrow,Symbols,,up_arrow,U+2B06 U+FE0F,inferred_coherent
↗️,up-right arrow,Symbols,,up_right_arrow,U+2197 U+FE0F,inferred_coherent
➡️,right arrow,Symbols,,right_arrow,U+27A1 U+FE0F,inferred_coherent
↘️,down-right arrow,Symbols,,down_right_arrow,U+2198 U+FE0F,inferred_coherent
⬇️,down arrow,Symbols,,down_arrow,U+2B07 U+FE0F,inferred_coherent
↙️,down-left arrow,Symbols,,down_left_arrow,U+2199 U+FE0F,inferred_coherent
⬅️,left arrow,Symbols,,left_arrow,U+2B05 U+FE0F,inferred_coherent
↖️,up-left arrow,Symbols,,up_left_arrow,U+2196 U+FE0F,inferred_coherent
↕️,up-down arrow,Symbols,,up_down_arrow,U+2195 U+FE0F,inferred_coherent
↔️,left-right arrow,Symbols,,left_right_arrow,U+2194 U+FE0F,inferred_coherent
↩️,right arrow curving left,Symbols,,right_arrow_curving_left,U+21A9 U+FE0F,inferred_coherent
↪️,left arrow curving right,Symbols,,left_arrow_curving_right,U+21AA U+FE0F,inferred_coherent
⤴️,right arrow curving up,Symbols,,right_arrow_curving_up,U+2934 U+FE0F,inferred_coherent
⤵️,right arrow curving down,Symbols,,right_arrow_curving_down,U+2935 U+FE0F,inferred_coherent
🔃,clockwise vertical arrows,Symbols,,clockwise_vertical_arrows,U+1F503,inferred_coherent
🔄,counterclockwise arrows button,Symbols,,counterclockwise_arrows_button,U+1F504,inferred_coherent
🔙,BACK arrow,Symbols,,back_arrow,U+1F519,inferred_coherent
🔚,END arrow,Symbols,,end_arrow,U+1F51A,inferred_coherent
🔛,ON! arrow,Symbols,,on_arrow,U+1F51B,inferred_coherent
🔜,SOON arrow,Symbols,,soon_arrow,U+1F51C,inferred_coherent
🔝,TOP arrow,Symbols,,top_arrow,U+1F51D,inferred_coherent
🛐,place of worship,Symbols,,place_of_worship,U+1F6D0,inferred_coherent
⚛️,atom symbol,Symbols,,atom_symbol,U+269B U+FE0F,inferred_coherent
🕉️,om,Symbols,,om,U+1F549 U+FE0F,inferred_coherent
✡️,star of David,Symbols,,star_of_david,U+2721 U+FE0F,inferred_coherent
☸️,wheel of dharma,Symbols,,wheel_of_dharma,U+2638 U+FE0F,inferred_coherent
☯️,yin yang,Symbols,,yin_yang,U+262F U+FE0F,inferred_coherent
✝️,latin cross,Symbols,,latin_cross,U+271D U+FE0F,inferred_coherent
☦️,orthodox cross,Symbols,,orthodox_cross,U+2626 U+FE0F,inferred_coherent
☪️,star and crescent,Symbols,,star_and_crescent,U+262A U+FE0F,inferred_coherent
☮️,peace symbol,Symbols,,peace_symbol,U+262E U+FE0F,inferred_coherent
🕎,menorah,Symbols,,menorah,U+1F54E,inferred_coherent
🔯,dotted six-pointed star,Symbols,,dotted_six_pointed_star,U+1F52F,inferred_coherent
🪯,khanda,Symbols,,khanda,U+1FAAF,inferred_coherent
♈,Aries,Symbols,,aries,U+2648,inferred_coherent
♉,Taurus,Symbols,,taurus,U+2649,inferred_coherent
♊,Gemini,Symbols,,gemini,U+264A,inferred_coherent
♋,Cancer,Symbols,,cancer,U+264B,inferred_coherent
♌,Leo,Symbols,,leo,U+264C,inferred_coherent
♍,Virgo,Symbols,,virgo,U+264D,inferred_coherent
♎,Libra,Symbols,,libra,U+264E,inferred_coherent
♏,Scorpio,Symbols,,scorpio,U+264F,inferred_coherent
♐,Sagittarius,Symbols,,sagittarius,U+2650,inferred_coherent
♑,Capricorn,Symbols,,capricorn,U+2651,inferred_coherent
♒,Aquarius,Symbols,,aquarius,U+2652,inferred_coherent
♓,Pisces,Symbols,,pisces,U+2653,inferred_coherent
⛎,Ophiuchus,Symbols,,ophiuchus,U+26CE,inferred_coherent
🔀,shuffle tracks button,Symbols,,shuffle_tracks_button,U+1F500,inferred_coherent
🔁,repeat button,Symbols,,repeat_button,U+1F501,inferred_coherent
🔂,repeat single button,Symbols,,repeat_single_button,U+1F502,inferred_coherent
▶️,play button,Symbols,,play_button,U+25B6 U+FE0F,inferred_coherent
⏩,fast-forward button,Symbols,,fast_forward_button,U+23E9,inferred_coherent
⏭️,next track button,Symbols,,next_track_button,U+23ED U+FE0F,inferred_coherent
⏯️,play or pause button,Symbols,,play_or_pause_button,U+23EF U+FE0F,inferred_coherent
◀️,reverse button,Symbols,,reverse_button,U+25C0 U+FE0F,inferred_coherent
⏪,fast reverse button,Symbols,,fast_reverse_button,U+23EA,inferred_coherent
⏮️,last track button,Symbols,,last_track_button,U+23EE U+FE0F,inferred_coherent
🔼,upwards button,Symbols,,upwards_button,U+1F53C,inferred_coherent
⏫,fast up button,Symbols,,fast_up_button,U+23EB,inferred_coherent
🔽,downwards button,Symbols,,downwards_button,U+1F53D,inferred_coherent
⏬,fast down button,Symbols,,fast_down_button,U+23EC,inferred_coherent
⏸️,pause button,Symbols,,pause_button,U+23F8 U+FE0F,inferred_coherent
⏹️,stop button,Symbols,,stop_button,U+23F9 U+FE0F,inferred_coherent
⏺️,record button,Symbols,,record_button,U+23FA U+FE0F,inferred_coherent
⏏️,eject button,Symbols,,eject_button,U+23CF U+FE0F,inferred_coherent
🎦,cinema,Symbols,,cinema,U+1F3A6,inferred_coherent
🔅,dim button,Symbols,,dim_button,U+1F505,inferred_coherent
🔆,bright button,Symbols,,bright_button,U+1F506,inferred_coherent
📶,antenna bars,Symbols,,antenna_bars,U+1F4F6,inferred_coherent
🛜,wireless,Symbols,,wireless,U+1F6DC,inferred_coherent
📳,vibration mode,Symbols,,vibration_mode,U+1F4F3,inferred_coherent
📴,mobile phone off,Symbols,,mobile_phone_off,U+1F4F4,inferred_coherent
♀️,female sign,Symbols,,female_sign,U+2640 U+FE0F,inferred_coherent
♂️,male sign,Symbols,,male_sign,U+2642 U+FE0F,inferred_coherent
⚧️,transgender symbol,Symbols,,transgender_symbol,U+26A7 U+FE0F,inferred_coherent
✖️,multiply,Symbols,,multiply,U+2716 U+FE0F,inferred_coherent
➕,plus,Symbols,,plus,U+2795,inferred_coherent
➖,minus,Symbols,,minus,U+2796,inferred_coherent
➗,divide,Symbols,,divide,U+2797,inferred_coherent
🟰,heavy equals sign,Symbols,,heavy_equals_sign,U+1F7F0,inferred_coherent
♾️,infinity,Symbols,,infinity,U+267E U+FE0F,inferred_coherent
‼️,double exclamation mark,Symbols,,double_exclamation_mark,U+203C U+FE0F,inferred_coherent
⁉️,exclamation question mark,Symbols,,exclamation_question_mark,U+2049 U+FE0F,inferred_coherent
❓,red question mark,Symbols,,red_question_mark,U+2753,inferred_coherent
❔,white question mark,Symbols,,white_question_mark,U+2754,inferred_coherent
❕,white exclamation mark,Symbols,,white_exclamation_mark,U+2755,inferred_coherent
❗,red exclamation mark,Symbols,,red_exclamation_mark,U+2757,inferred_coherent
〰️,wavy dash,Symbols,,wavy_dash,U+3030 U+FE0F,inferred_coherent
💱,currency exchange,Symbols,,currency_exchange,U+1F4B1,inferred_coherent
💲,heavy dollar sign,Symbols,,heavy_dollar_sign,U+1F4B2,inferred_coherent
⚕️,medical symbol,Symbols,,medical_symbol,U+2695 U+FE0F,inferred_coherent
♻️,recycling symbol,Symbols,,recycling_symbol,U+267B U+FE0F,inferred_coherent
⚜️,fleur-de-lis,Symbols,,fleur_de_lis,U+269C U+FE0F,inferred_coherent
🔱,trident emblem,Symbols,,trident_emblem,U+1F531,inferred_coherent
📛,name badge,Symbols,,name_badge,U+1F4DB,inferred_coherent
🔰,Japanese symbol for beginner,Symbols,,japanese_symbol_for_beginner,U+1F530,inferred_coherent
⭕,hollow red circle,Symbols,,hollow_red_circle,U+2B55,inferred_coherent
✅,check mark button,Symbols,,check_mark_button,U+2705,inferred_coherent
☑️,check box with check,Symbols,,check_box_with_check,U+2611 U+FE0F,inferred_coherent
✔️,check mark,Symbols,,check_mark,U+2714 U+FE0F,inferred_coherent
❌,cross mark,Symbols,,cross_mark,U+274C,inferred_coherent
❎,cross mark button,Symbols,,cross_mark_button,U+274E,inferred_coherent
➰,curly loop,Symbols,,curly_loop,U+27B0,inferred_coherent
➿,double curly loop,Symbols,,double_curly_loop,U+27BF,inferred_coherent
〽️,part alternation mark,Symbols,,part_alternation_mark,U+303D U+FE0F,inferred_coherent
✳️,eight-spoked asterisk,Symbols,,eight_spoked_asterisk,U+2733 U+FE0F,inferred_coherent
✴️,eight-pointed star,Symbols,,eight_pointed_star,U+2734 U+FE0F,inferred_coherent
❇️,sparkle,Symbols,,sparkle,U+2747 U+FE0F,inferred_coherent
©️,copyright,Symbols,,copyright,U+00A9 U+FE0F,inferred_coherent
®️,registered,Symbols,,registered,U+00AE U+FE0F,inferred_coherent
™️,trade mark,Symbols,,trade_mark,U+2122 U+FE0F,inferred_coherent
🫟,splatter,Symbols,,splatter,U+1FADF,inferred_coherent
#️⃣,keycap #,Symbols,,keycap_number_sign,U+0023 U+FE0F U+20E3,inferred_coherent
*️⃣,keycap *,Symbols,,keycap_asterisk,U+002A U+FE0F U+20E3,inferred_coherent
0️⃣,keycap 0,Symbols,,keycap_0,U+0030 U+FE0F U+20E3,inferred_coherent
1️⃣,keycap 1,Symbols,,keycap_1,U+0031 U+FE0F U+20E3,inferred_coherent
2️⃣,keycap 2,Symbols,,keycap_2,U+0032 U+FE0F U+20E3,inferred_coherent
3️⃣,keycap 3,Symbols,,keycap_3,U+0033 U+FE0F U+20E3,inferred_coherent
4️⃣,keycap 4,Symbols,,keycap_4,U+0034 U+FE0F U+20E3,inferred_coherent
5️⃣,keycap 5,Symbols,,keycap_5,U+0035 U+FE0F U+20E3,inferred_coherent
6️⃣,keycap 6,Symbols,,keycap_6,U+0036 U+FE0F U+20E3,inferred_coherent
7️⃣,keycap 7,Symbols,,keycap_7,U+0037 U+FE0F U+20E3,inferred_coherent
8️⃣,keycap 8,Symbols,,keycap_8,U+0038 U+FE0F U+20E3,inferred_coherent
9️⃣,keycap 9,Symbols,,keycap_9,U+0039 U+FE0F U+20E3,inferred_coherent
🔟,keycap 10,Symbols,,keycap_10,U+1F51F,inferred_coherent
🔠,input latin uppercase,Symbols,,input_latin_uppercase,U+1F520,inferred_coherent
🔡,input latin lowercase,Symbols,,input_latin_lowercase,U+1F521,inferred_coherent
🔢,input numbers,Symbols,,input_numbers,U+1F522,inferred_coherent
🔣,input symbols,Symbols,,input_symbols,U+1F523,inferred_coherent
🔤,input latin letters,Symbols,,input_latin_letters,U+1F524,inferred_coherent
🅰️,A button (blood type),Symbols,,a_button,U+1F170 U+FE0F,inferred_coherent
🆎,AB button (blood type),Symbols,,ab_button,U+1F18E,inferred_coherent
🅱️,B button (blood type),Symbols,,b_button,U+1F171 U+FE0F,inferred_coherent
🆑,CL button,Symbols,,cl_button,U+1F191,inferred_coherent
🆒,COOL button,Symbols,,cool_button,U+1F192,inferred_coherent
🆓,FREE button,Symbols,,free_button,U+1F193,inferred_coherent
ℹ️,information,Symbols,,information,U+2139 U+FE0F,inferred_coherent
🆔,ID button,Symbols,,id_button,U+1F194,inferred_coherent
Ⓜ️,circled M,Symbols,,circled_m,U+24C2 U+FE0F,inferred_coherent
🆕,NEW button,Symbols,,new_button,U+1F195,inferred_coherent
🆖,NG button,Symbols,,ng_button,U+1F196,inferred_coherent
🅾️,O button (blood type),Symbols,,o_button,U+1F17E U+FE0F,inferred_coherent
🆗,OK button,Symbols,,ok_button,U+1F197,inferred_coherent
🅿️,P button,Symbols,,p_button,U+1F17F U+FE0F,inferred_coherent
🆘,SOS button,Symbols,,sos_button,U+1F198,inferred_coherent
🆙,UP! button,Symbols,,up_button,U+1F199,inferred_coherent
🆚,VS button,Symbols,,vs_button,U+1F19A,inferred_coherent
🈁,Japanese “here” button,Symbols,,japanese_here_button,U+1F201,inferred_coherent
🈂️,Japanese “service charge” button,Symbols,,japanese_service_charge_button,U+1F202 U+FE0F,inferred_coherent
🈷️,Japanese “monthly amount” button,Symbols,,japanese_monthly_amount_button,U+1F237 U+FE0F,inferred_coherent
🈶,Japanese “not free of charge” button,Symbols,,japanese_not_free_of_charge_button,U+1F236,inferred_coherent
🈯,Japanese “reserved” button,Symbols,,japanese_reserved_button,U+1F22F,inferred_coherent
🉐,Japanese “bargain” button,Symbols,,japanese_bargain_button,U+1F250,inferred_coherent
🈹,Japanese “discount” button,Symbols,,japanese_discount_button,U+1F239,inferred_coherent
🈚,Japanese “free of charge” button,Symbols,,japanese_free_of_charge_button,U+1F21A,inferred_coherent
🈲,Japanese “prohibited” button,Symbols,,japanese_prohibited_button,U+1F232,inferred_coherent
🉑,Japanese “acceptable” button,Symbols,,japanese_acceptable_button,U+1F251,inferred_coherent
🈸,Japanese “application” button,Symbols,,japanese_application_button,U+1F238,inferred_coherent
🈴,Japanese “passing grade” button,Symbols,,japanese_passing_grade_button,U+1F234,inferred_coherent
🈳,Japanese “vacancy” button,Symbols,,japanese_vacancy_button,U+1F233,inferred_coherent
㊗️,Japanese “congratulations” button,Symbols,,japanese_congratulations_button,U+3297 U+FE0F,inferred_coherent
㊙️,Japanese “secret” button,Symbols,,japanese_secret_button,U+3299 U+FE0F,inferred_coherent
🈺,Japanese “open for business” button,Symbols,,japanese_open_for_business_button,U+1F23A,inferred_coherent
🈵,Japanese “no vacancy” button,Symbols,,japanese_no_vacancy_button,U+1F235,inferred_coherent
🔴,red circle,Symbols,,red_circle,U+1F534,inferred_coherent
🟠,orange circle,Symbols,,orange_circle,U+1F7E0,inferred_coherent
🟡,yellow circle,Symbols,,yellow_circle,U+1F7E1,inferred_coherent
🟢,green circle,Symbols,,green_circle,U+1F7E2,inferred_coherent
🔵,blue circle,Symbols,,blue_circle,U+1F535,inferred_coherent
🟣,purple circle,Symbols,,purple_circle,U+1F7E3,inferred_coherent
🟤,brown circle,Symbols,,brown_circle,U+1F7E4,inferred_coherent
⚫,black circle,Symbols,,black_circle,U+26AB,inferred_coherent
⚪,white circle,Symbols,,white_circle,U+26AA,inferred_coherent
🟥,red square,Symbols,,red_square,U+1F7E5,inferred_coherent
🟧,orange square,Symbols,,orange_square,U+1F7E7,inferred_coherent
🟨,yellow square,Symbols,,yellow_square,U+1F7E8,inferred_coherent
🟩,green square,Symbols,,green_square,U+1F7E9,inferred_coherent
🟦,blue square,Symbols,,blue_square,U+1F7E6,inferred_coherent
🟪,purple square,Symbols,,purple_square,U+1F7EA,inferred_coherent
🟫,brown square,Symbols,,brown_square,U+1F7EB,inferred_coherent
⬛,black large square,Symbols,,black_large_square,U+2B1B,inferred_coherent
⬜,white large square,Symbols,,white_large_square,U+2B1C,inferred_coherent
◼️,black medium square,Symbols,,black_medium_square,U+25FC U+FE0F,inferred_coherent
◻️,white medium square,Symbols,,white_medium_square,U+25FB U+FE0F,inferred_coherent
◾,black medium-small square,Symbols,,black_medium_small_square,U+25FE,inferred_coherent
◽,white medium-small square,Symbols,,white_medium_small_square,U+25FD,inferred_coherent
▪️,black small square,Symbols,,black_small_square,U+25AA U+FE0F,inferred_coherent
▫️,white small square,Symbols,,white_small_square,U+25AB U+FE0F,inferred_coherent
🔶,large orange diamond,Symbols,,large_orange_diamond,U+1F536,inferred_coherent
🔷,large blue diamond,Symbols,,large_blue_diamond,U+1F537,inferred_coherent
🔸,small orange diamond,Symbols,,small_orange_diamond,U+1F538,inferred_coherent
🔹,small blue diamond,Symbols,,small_blue_diamond,U+1F539,inferred_coherent
🔺,red triangle pointed up,Symbols,,red_triangle_pointed_up,U+1F53A,inferred_coherent
🔻,red triangle pointed down,Symbols,,red_triangle_pointed_down,U+1F53B,inferred_coherent
💠,diamond with a dot,Symbols,,diamond_with_a_dot,U+1F4A0,inferred_coherent
🔘,radio button,Symbols,,radio_button,U+1F518,inferred_coherent
🔳,white square button,Symbols,,white_square_button,U+1F533,inferred_coherent
🔲,black square button,Symbols,,black_square_button,U+1F532,inferred_coherent
🏁,chequered flag,Flags,,chequered_flag,U+1F3C1,inferred_coherent
🚩,triangular flag,Flags,,triangular_flag,U+1F6A9,inferred_coherent
🎌,crossed flags,Flags,,crossed_flags,U+1F38C,inferred_coherent
🏴,black flag,Flags,,black_flag,U+1F3F4,inferred_coherent
🏳️,white flag,Flags,,white_flag,U+1F3F3 U+FE0F,inferred_coherent
🏳️‍🌈,rainbow flag,Flags,,rainbow_flag,U+1F3F3 U+FE0F U+200D U+1F308,inferred_coherent
🏳️‍⚧️,transgender flag,Flags,,transgender_flag,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,inferred_coherent
🏴‍☠️,pirate flag,Flags,,pirate_flag,U+1F3F4 U+200D U+2620 U+FE0F,inferred_coherent
🇦🇨,flag Ascension Island,Flags,,flag_ascension_island,U+1F1E6 U+1F1E8,inferred_coherent
